id,name,category,serving_size,calories,protein,carbs,fat,fiber,sugar,sodium,type,goals,allergens,description
3405,Baked Vegetable Cutlet (Hostel Mess Style),Healthy Recipes,100 g,191,13.5,11.9,4.8,6.7,5.3,296,Vegetarian,Muscle Building; General Fitness,None,"Baked Vegetable Cutlet (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3406,Oats Idli (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),219,9.2,31.7,11.4,6.0,3.3,254,Vegetarian,General Fitness,None,"Oats Idli (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3407,Vegetable Stir Fry (Light Oil) (Hostel Mess Style),Healthy Recipes,100 g,124,14.1,24.6,2.5,6.0,3.1,128,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Vegetable Stir Fry (Light Oil) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3408,Chickpea Quinoa Salad (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),104,15.9,30.4,12.7,8.1,4.5,164,Vegetarian,Muscle Building; General Fitness,None,"Chickpea Quinoa Salad (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3409,Lentil Soup (Healthy) (Hostel Mess Style),Healthy Recipes,100 g,97,9.2,8.8,7.8,6.6,4.9,221,Vegetarian,Weight Loss; General Fitness,Sesame,"Lentil Soup (Healthy) (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3410,Avocado Toast (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),136,18.9,14.5,6.0,7.3,1.1,104,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Avocado Toast (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3411,Greek Yogurt Parfait (Hostel Mess Style),Healthy Recipes,100 g,78,7.5,21.6,6.2,3.8,5.7,269,Vegetarian,Weight Loss; General Fitness,Milk,"Greek Yogurt Parfait (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3412,Overnight Oats (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),222,12.2,11.7,9.8,5.8,5.5,303,Vegetarian,Muscle Building; General Fitness,None,"Overnight Oats (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3413,Vegetable Daliya Bowl (Hostel Mess Style),Healthy Recipes,100 g,194,4.2,11.9,8.7,3.8,4.3,174,Vegetarian,General Fitness,None,"Vegetable Daliya Bowl (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3414,Grilled Fish with Veggies (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),235,8.1,28.3,4.0,5.8,5.9,151,Non-Vegetarian,General Fitness,Egg; Shellfish/Fish,"Grilled Fish with Veggies (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3415,Spinach Soup (Hostel Mess Style),Healthy Recipes,100 g,100,5.9,21.1,8.8,3.7,3.9,161,Vegetarian,General Fitness,None,"Spinach Soup (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3416,Beetroot Salad (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),164,18.1,10.4,10.1,9.0,5.2,181,Vegetarian,Muscle Building; General Fitness,None,"Beetroot Salad (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3417,Roasted Vegetable Bowl (Hostel Mess Style),Healthy Recipes,100 g,94,9.3,18.9,6.3,5.6,5.4,158,Vegetarian,Weight Loss; General Fitness,None,"Roasted Vegetable Bowl (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3418,Millet Upma (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),178,9.2,12.7,3.7,4.5,2.9,276,Vegetarian,Weight Loss; General Fitness,None,"Millet Upma (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3419,Buckwheat Khichdi (Hostel Mess Style),Healthy Recipes,100 g,110,10.7,24.2,2.4,6.9,2.5,145,Vegetarian,Weight Loss; General Fitness,Gluten,"Buckwheat Khichdi (Hostel Mess Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3420,Steamed Momo Bowl (Healthy) (Hostel Mess Style),Healthy Recipes,1 bowl (150 g),193,21.2,12.2,6.6,3.1,2.5,249,Vegetarian,Muscle Building; General Fitness,None,"Steamed Momo Bowl (Healthy) (Hostel Mess Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3421,Quinoa Vegetable Bowl (Street Style),Healthy Recipes,100 g,173,13.9,14.3,9.0,3.5,3.3,159,Vegetarian,Muscle Building; General Fitness,None,"Quinoa Vegetable Bowl (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3422,Grilled Paneer Salad (Street Style),Healthy Recipes,1 bowl (150 g),227,22.5,24.6,4.6,10.2,2.8,321,Vegetarian,Muscle Building; General Fitness,Milk,"Grilled Paneer Salad (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3423,Steamed Vegetable Bowl (Street Style),Healthy Recipes,100 g,89,11.2,12.1,4.7,3.9,5.8,281,Vegetarian,Weight Loss; General Fitness,None,"Steamed Vegetable Bowl (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3424,Oats Khichdi (Street Style),Healthy Recipes,1 bowl (150 g),235,19.0,29.4,2.9,5.6,5.4,339,Vegetarian,Muscle Building; General Fitness,None,"Oats Khichdi (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3425,Sprout Salad Bowl (Street Style),Healthy Recipes,100 g,117,12.7,11.0,4.7,3.7,5.7,211,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Sprout Salad Bowl (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3426,Brown Rice Vegetable Bowl (Street Style),Healthy Recipes,1 bowl (150 g),112,17.2,10.5,8.4,6.9,2.6,349,Vegetarian,Muscle Building; General Fitness,None,"Brown Rice Vegetable Bowl (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3427,Baked Sweet Potato (Street Style),Healthy Recipes,100 g,71,4.1,17.8,8.9,4.7,5.7,174,Vegetarian,General Fitness,None,"Baked Sweet Potato (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3428,Millet Khichdi (Street Style),Healthy Recipes,1 bowl (150 g),237,16.9,31.9,2.1,5.5,1.6,275,Vegetarian,Muscle Building; General Fitness,None,"Millet Khichdi (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3429,Vegetable Soup (Clear) (Street Style),Healthy Recipes,100 g,109,6.6,25.7,3.1,3.7,2.1,246,Vegetarian,Weight Loss; General Fitness,None,"Vegetable Soup (Clear) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3430,Grilled Chicken Salad Bowl (Street Style),Healthy Recipes,1 bowl (150 g),172,12.8,15.3,4.3,4.3,3.2,160,Non-Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Grilled Chicken Salad Bowl (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3431,Multigrain Roti with Sabzi (Street Style),Healthy Recipes,100 g,79,10.9,12.9,7.7,4.9,2.6,115,Vegetarian,Weight Loss; General Fitness,Gluten,"Multigrain Roti with Sabzi (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3432,Ragi Dosa (Street Style),Healthy Recipes,1 bowl (150 g),157,18.5,26.7,4.7,10.7,5.5,123,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Ragi Dosa (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3433,Moong Dal Chilla (Healthy) (Street Style),Healthy Recipes,100 g,139,8.7,18.4,6.2,5.7,3.6,177,Vegetarian,Weight Loss; General Fitness,None,"Moong Dal Chilla (Healthy) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3434,Steamed Idli with Sambar (Street Style),Healthy Recipes,1 bowl (150 g),172,20.4,30.6,7.4,8.4,1.5,255,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Steamed Idli with Sambar (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3435,Baked Vegetable Cutlet (Street Style),Healthy Recipes,100 g,72,14.7,15.5,3.3,4.3,5.9,247,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Baked Vegetable Cutlet (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3436,Oats Idli (Street Style),Healthy Recipes,1 bowl (150 g),158,10.8,18.7,4.0,8.0,1.9,343,Vegetarian,Weight Loss; General Fitness,None,"Oats Idli (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3437,Vegetable Stir Fry (Light Oil) (Street Style),Healthy Recipes,100 g,76,10.7,15.8,4.5,3.2,6.1,257,Vegetarian,Weight Loss; General Fitness,None,"Vegetable Stir Fry (Light Oil) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3438,Chickpea Quinoa Salad (Street Style),Healthy Recipes,1 bowl (150 g),183,20.7,10.4,2.9,4.0,4.2,188,Vegetarian,Muscle Building; General Fitness,None,"Chickpea Quinoa Salad (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3439,Lentil Soup (Healthy) (Street Style),Healthy Recipes,100 g,99,10.3,12.0,4.5,2.7,4.8,163,Vegetarian,Weight Loss; General Fitness,Sesame,"Lentil Soup (Healthy) (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3440,Avocado Toast (Street Style),Healthy Recipes,1 bowl (150 g),216,21.2,11.3,9.2,3.5,5.6,139,Vegetarian,Muscle Building; General Fitness,None,"Avocado Toast (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3441,Greek Yogurt Parfait (Street Style),Healthy Recipes,100 g,114,13.6,14.2,6.8,4.4,3.1,254,Vegetarian,Weight Loss; Muscle Building; General Fitness,Milk,"Greek Yogurt Parfait (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3442,Overnight Oats (Street Style),Healthy Recipes,1 bowl (150 g),130,16.7,24.8,2.6,5.7,3.4,115,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Overnight Oats (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3443,Vegetable Daliya Bowl (Street Style),Healthy Recipes,100 g,160,10.6,14.9,3.0,6.1,4.0,218,Vegetarian,Weight Loss; General Fitness,None,"Vegetable Daliya Bowl (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3444,Grilled Fish with Veggies (Street Style),Healthy Recipes,1 bowl (150 g),245,17.4,30.4,3.6,7.1,3.3,233,Non-Vegetarian,Muscle Building; General Fitness,Egg; Shellfish/Fish,"Grilled Fish with Veggies (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3445,Spinach Soup (Street Style),Healthy Recipes,100 g,167,5.6,17.7,2.6,6.7,6.9,228,Vegetarian,Weight Loss; General Fitness,None,"Spinach Soup (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3446,Beetroot Salad (Street Style),Healthy Recipes,1 bowl (150 g),209,20.9,28.6,8.2,5.2,5.4,298,Vegetarian,Muscle Building; General Fitness,None,"Beetroot Salad (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3447,Roasted Vegetable Bowl (Street Style),Healthy Recipes,100 g,126,11.9,24.6,5.3,3.8,5.1,126,Vegetarian,Weight Loss; General Fitness,None,"Roasted Vegetable Bowl (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3448,Millet Upma (Street Style),Healthy Recipes,1 bowl (150 g),171,22.6,29.8,7.1,3.3,4.0,282,Vegetarian,Weight Loss; Muscle Building; General Fitness,None,"Millet Upma (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3449,Buckwheat Khichdi (Street Style),Healthy Recipes,100 g,197,10.8,19.1,2.3,3.8,1.0,244,Vegetarian,General Fitness,Gluten,"Buckwheat Khichdi (Street Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3450,Steamed Momo Bowl (Healthy) (Street Style),Healthy Recipes,1 bowl (150 g),228,9.8,23.0,12.7,5.6,2.0,289,Vegetarian,General Fitness,None,"Steamed Momo Bowl (Healthy) (Street Style) – A plant-based protein source such as legumes, soy or paneer, ideal for vegetarian diets."
3451,Cucumber Salad,Weight Loss Foods,100 g,117,5.2,21.8,4.5,6.5,5.2,222,Vegetarian,Weight Loss,None,"Cucumber Salad – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3452,Sprouts Salad (Low Cal),Weight Loss Foods,100 g,79,14.2,19.5,3.1,4.0,2.9,171,Vegetarian,Weight Loss; Muscle Building,None,"Sprouts Salad (Low Cal) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3453,Vegetable Clear Soup,Weight Loss Foods,100 g,133,7.0,17.1,7.5,2.8,3.9,236,Vegetarian,Weight Loss,None,"Vegetable Clear Soup – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3454,Tomato Soup (No Cream),Weight Loss Foods,100 g,100,10.9,9.6,4.2,5.7,3.4,159,Vegetarian,Weight Loss,Milk,"Tomato Soup (No Cream) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3455,Grilled Chicken Breast (Plain),Weight Loss Foods,100 g,123,8.5,19.7,5.3,6.3,3.0,165,Non-Vegetarian,Weight Loss,None,"Grilled Chicken Breast (Plain) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3456,Boiled Egg White Bowl,Weight Loss Foods,100 g,146,12.2,10.6,7.5,4.0,1.9,113,Non-Vegetarian,Weight Loss; Muscle Building,Egg,"Boiled Egg White Bowl – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3457,Steamed Vegetables,Weight Loss Foods,100 g,181,9.6,11.0,6.8,5.2,2.2,104,Vegetarian,Weight Loss,None,"Steamed Vegetables – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3458,Low Fat Curd Bowl,Weight Loss Foods,100 g,118,8.6,16.2,8.1,2.6,6.4,204,Vegetarian,Weight Loss,Milk,"Low Fat Curd Bowl – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3459,Oats Porridge (Low Sugar),Weight Loss Foods,100 g,189,13.9,16.8,6.3,4.0,3.1,235,Vegetarian,Weight Loss; Muscle Building,None,"Oats Porridge (Low Sugar) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3460,Lemon Honey Water,Weight Loss Foods,100 g,75,7.8,13.4,3.6,4.1,5.9,212,Vegetarian,Weight Loss,None,"Lemon Honey Water – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3461,Green Tea (Unsweetened),Weight Loss Foods,100 g,156,7.1,21.7,8.1,4.7,3.5,122,Vegetarian,Weight Loss,None,"Green Tea (Unsweetened) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3462,Methi Water,Weight Loss Foods,100 g,194,5.2,13.0,2.2,6.8,6.1,212,Vegetarian,Weight Loss,None,"Methi Water – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3463,Salad Bowl (Mixed Greens),Weight Loss Foods,100 g,115,13.8,21.3,7.1,6.2,1.1,276,Vegetarian,Weight Loss; Muscle Building,None,"Salad Bowl (Mixed Greens) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3464,Soup (Lauki),Weight Loss Foods,100 g,84,6.6,12.5,6.9,3.3,1.2,196,Vegetarian,Weight Loss,None,"Soup (Lauki) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3465,Roasted Chana (Low Oil),Weight Loss Foods,100 g,164,5.4,8.3,2.8,6.7,5.6,285,Vegetarian,Weight Loss,None,"Roasted Chana (Low Oil) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3466,Buttermilk (Low Fat),Weight Loss Foods,100 g,92,12.1,9.4,2.6,2.2,1.6,282,Vegetarian,Weight Loss; Muscle Building,Milk,"Buttermilk (Low Fat) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3467,Vegetable Khichdi (Low Oil),Weight Loss Foods,100 g,184,9.9,19.7,8.7,5.9,1.5,173,Vegetarian,Weight Loss,None,"Vegetable Khichdi (Low Oil) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3468,Grilled Paneer (Low Fat),Weight Loss Foods,100 g,110,14.3,17.0,6.2,3.1,1.7,244,Vegetarian,Weight Loss; Muscle Building,Milk,"Grilled Paneer (Low Fat) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3469,Multigrain Khakhra,Weight Loss Foods,100 g,172,5.6,17.3,8.6,5.4,1.5,178,Vegetarian,Weight Loss,None,"Multigrain Khakhra – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3470,Steamed Sprouts Bowl,Weight Loss Foods,100 g,183,12.3,12.7,6.2,4.8,5.7,244,Vegetarian,Weight Loss; Muscle Building,None,"Steamed Sprouts Bowl – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3471,Brown Rice (Small Portion),Weight Loss Foods,100 g,148,8.1,11.7,6.5,5.6,5.3,287,Vegetarian,Weight Loss,None,"Brown Rice (Small Portion) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3472,Carrot Cucumber Sticks,Weight Loss Foods,100 g,137,13.8,20.4,5.2,4.0,5.2,264,Vegetarian,Weight Loss; Muscle Building,None,"Carrot Cucumber Sticks – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3473,Apple Slices,Weight Loss Foods,100 g,100,8.2,13.3,4.3,2.5,3.3,283,Vegetarian,Weight Loss,None,"Apple Slices – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3474,Watermelon Bowl,Weight Loss Foods,100 g,139,13.1,21.1,2.0,4.6,5.2,228,Vegetarian,Weight Loss; Muscle Building,None,"Watermelon Bowl – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3475,Papaya Bowl,Weight Loss Foods,100 g,93,10.7,9.3,2.5,6.0,1.3,165,Non-Vegetarian,Weight Loss,None,"Papaya Bowl – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3476,Cabbage Soup,Weight Loss Foods,100 g,169,9.3,25.5,4.2,6.2,3.1,124,Vegetarian,Weight Loss,None,"Cabbage Soup – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3477,Spinach Salad,Weight Loss Foods,100 g,101,12.0,24.2,6.9,2.8,6.1,267,Vegetarian,Weight Loss; Muscle Building,None,"Spinach Salad – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3478,Beetroot Carrot Salad,Weight Loss Foods,100 g,140,6.2,21.2,8.8,6.5,2.2,281,Vegetarian,Weight Loss,None,"Beetroot Carrot Salad – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3479,Zucchini Noodles,Weight Loss Foods,100 g,142,6.1,20.4,3.2,5.7,6.1,217,Vegetarian,Weight Loss,Gluten,"Zucchini Noodles – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3480,Air Fried Vegetable Snack,Weight Loss Foods,100 g,105,9.4,18.5,3.5,6.0,1.2,159,Vegetarian,Weight Loss,None,"Air Fried Vegetable Snack – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3481,Cucumber Salad (Restaurant Style),Weight Loss Foods,100 g,173,13.0,13.9,4.3,5.1,5.4,178,Vegetarian,Weight Loss; Muscle Building,None,"Cucumber Salad (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3482,Sprouts Salad (Low Cal) (Restaurant Style),Weight Loss Foods,100 g,151,8.2,17.6,5.4,3.7,6.7,223,Vegetarian,Weight Loss,None,"Sprouts Salad (Low Cal) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3483,Vegetable Clear Soup (Restaurant Style),Weight Loss Foods,100 g,173,9.5,21.0,7.8,6.8,2.0,283,Vegetarian,Weight Loss,None,"Vegetable Clear Soup (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3484,Tomato Soup (No Cream) (Restaurant Style),Weight Loss Foods,100 g,148,5.4,11.1,7.2,4.1,1.7,294,Vegetarian,Weight Loss,Milk,"Tomato Soup (No Cream) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3485,Grilled Chicken Breast (Plain) (Restaurant Style),Weight Loss Foods,100 g,161,4.3,18.0,3.7,6.3,1.0,196,Non-Vegetarian,Weight Loss,None,"Grilled Chicken Breast (Plain) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3486,Boiled Egg White Bowl (Restaurant Style),Weight Loss Foods,100 g,101,8.6,19.4,2.7,5.6,4.0,107,Non-Vegetarian,Weight Loss,Egg,"Boiled Egg White Bowl (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3487,Steamed Vegetables (Restaurant Style),Weight Loss Foods,100 g,122,4.8,16.9,6.5,3.3,4.3,239,Vegetarian,Weight Loss,None,"Steamed Vegetables (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3488,Low Fat Curd Bowl (Restaurant Style),Weight Loss Foods,100 g,114,11.8,15.1,8.6,6.5,4.7,105,Vegetarian,Weight Loss,Milk,"Low Fat Curd Bowl (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3489,Oats Porridge (Low Sugar) (Restaurant Style),Weight Loss Foods,100 g,159,14.1,24.2,6.7,3.7,5.0,132,Vegetarian,Weight Loss; Muscle Building,None,"Oats Porridge (Low Sugar) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3490,Lemon Honey Water (Restaurant Style),Weight Loss Foods,100 g,94,7.2,12.4,3.7,6.0,2.5,235,Vegetarian,Weight Loss,None,"Lemon Honey Water (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3491,Green Tea (Unsweetened) (Restaurant Style),Weight Loss Foods,100 g,138,11.7,13.0,4.4,6.6,2.0,299,Vegetarian,Weight Loss,None,"Green Tea (Unsweetened) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3492,Methi Water (Restaurant Style),Weight Loss Foods,100 g,94,14.3,16.9,4.3,2.9,6.9,106,Vegetarian,Weight Loss; Muscle Building,None,"Methi Water (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3493,Salad Bowl (Mixed Greens) (Restaurant Style),Weight Loss Foods,100 g,141,4.7,19.3,6.7,4.9,3.6,236,Vegetarian,Weight Loss,None,"Salad Bowl (Mixed Greens) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3494,Soup (Lauki) (Restaurant Style),Weight Loss Foods,100 g,190,12.4,10.6,5.7,5.2,5.0,214,Vegetarian,Weight Loss; Muscle Building,None,"Soup (Lauki) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3495,Roasted Chana (Low Oil) (Restaurant Style),Weight Loss Foods,100 g,129,14.7,17.5,8.1,3.9,6.9,266,Vegetarian,Weight Loss; Muscle Building,None,"Roasted Chana (Low Oil) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3496,Buttermilk (Low Fat) (Restaurant Style),Weight Loss Foods,100 g,123,14.1,21.1,9.0,4.6,5.9,154,Vegetarian,Weight Loss; Muscle Building,Milk,"Buttermilk (Low Fat) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3497,Vegetable Khichdi (Low Oil) (Restaurant Style),Weight Loss Foods,100 g,103,11.6,14.6,3.9,6.4,1.6,136,Vegetarian,Weight Loss,None,"Vegetable Khichdi (Low Oil) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3498,Grilled Paneer (Low Fat) (Restaurant Style),Weight Loss Foods,100 g,113,6.6,20.7,4.6,3.9,5.5,115,Vegetarian,Weight Loss,Milk,"Grilled Paneer (Low Fat) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3499,Multigrain Khakhra (Restaurant Style),Weight Loss Foods,100 g,174,9.2,9.9,5.8,5.1,4.1,137,Vegetarian,Weight Loss,None,"Multigrain Khakhra (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3500,Steamed Sprouts Bowl (Restaurant Style),Weight Loss Foods,100 g,190,10.8,16.8,3.6,5.7,6.6,234,Vegetarian,Weight Loss,None,"Steamed Sprouts Bowl (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3501,Brown Rice (Small Portion) (Restaurant Style),Weight Loss Foods,100 g,87,11.7,11.9,3.4,2.6,2.5,113,Vegetarian,Weight Loss,None,"Brown Rice (Small Portion) (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3502,Carrot Cucumber Sticks (Restaurant Style),Weight Loss Foods,100 g,198,6.5,14.5,4.7,4.2,7.0,166,Vegetarian,Weight Loss,None,"Carrot Cucumber Sticks (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3503,Apple Slices (Restaurant Style),Weight Loss Foods,100 g,137,13.5,25.8,8.7,2.3,2.9,268,Vegetarian,Weight Loss; Muscle Building,None,"Apple Slices (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3504,Watermelon Bowl (Restaurant Style),Weight Loss Foods,100 g,88,14.5,20.8,2.3,4.9,6.7,168,Vegetarian,Weight Loss; Muscle Building,None,"Watermelon Bowl (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3505,Papaya Bowl (Restaurant Style),Weight Loss Foods,100 g,169,12.5,14.8,4.5,2.7,6.9,158,Non-Vegetarian,Weight Loss; Muscle Building,None,"Papaya Bowl (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3506,Cabbage Soup (Restaurant Style),Weight Loss Foods,100 g,94,13.6,11.2,8.3,5.2,5.3,144,Vegetarian,Weight Loss; Muscle Building,None,"Cabbage Soup (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3507,Spinach Salad (Restaurant Style),Weight Loss Foods,100 g,121,4.1,19.2,5.8,3.4,4.9,184,Vegetarian,Weight Loss,None,"Spinach Salad (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3508,Beetroot Carrot Salad (Restaurant Style),Weight Loss Foods,100 g,182,12.5,25.6,7.6,3.9,3.2,222,Vegetarian,Weight Loss; Muscle Building,None,"Beetroot Carrot Salad (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3509,Zucchini Noodles (Restaurant Style),Weight Loss Foods,100 g,172,13.2,18.4,5.7,4.9,6.0,151,Vegetarian,Weight Loss; Muscle Building,Gluten,"Zucchini Noodles (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
3510,Air Fried Vegetable Snack (Restaurant Style),Weight Loss Foods,100 g,165,7.9,23.4,7.4,4.0,4.0,134,Vegetarian,Weight Loss,None,"Air Fried Vegetable Snack (Restaurant Style) – A nutrient-dense, lower-calorie recipe designed for everyday healthy eating."
